6.861644289525743734e-02,3.015819280408728667e-03,7.170875130358078664e-02,1.669323552523534204e-02,4.679938593783385808e-02,3.489254828773664246e-02,3.690692236354593814e-02,2.057069461361270626e-02,9.161385696406476944e-03,7.107099502946891134e-02
9.467898095072589670e-02,7.669307892820019512e-02,3.019775701525594450e-02,4.653107679926320184e-02,8.837411239193602996e-02,4.107277596514938983e-02,9.484780651732574452e-02,6.646658749941036781e-02,5.468213880850704423e-02,2.824783629405775917e-02
8.070112753699462682e-02,6.785956570513276831e-02,4.691254267805744331e-03,1.602897813062464840e-03,3.512463072585194496e-02,7.615439589906995710e-02,4.582279327210270203e-02,3.924015654619678051e-02,6.221738851852831424e-03,2.435574454295430513e-02
5.427062327110965256e-02,2.356866389261369488e-02,5.207630483342294558e-02,5.453825664475124568e-02,9.621278676149315479e-02,6.203140135271374700e-02,8.421469441192903915e-02,7.622417524336877123e-03,3.314064314536178252e-02,7.772060182002961393e-02
4.964352541867246560e-02,9.052993317489020642e-02,1.673129951538698725e-03,2.344191922286351093e-02,2.722177501777625977e-02,6.427686421174259868e-02,3.538547680075160295e-02,9.507761961237659598e-02,5.125008418729852522e-02,4.970551276225317755e-02
6.454642125176042466e-02,3.416318796046470541e-02,5.187122793316447517e-02,6.337067051167165344e-02,6.171549441786024909e-02,8.068529286459624750e-04,6.842621273011738336e-02,3.906393927223048707e-02,3.872230603837888141e-02,7.957266924710512668e-02
2.615938746966051023e-03,6.587990487563227804e-02,2.553631995661601733e-02,1.759589603236483280e-02,1.891273653626900433e-02,9.637125664205829778e-02,5.504792117070500534e-02,2.573062735123811048e-02,5.754324833844021159e-02,1.707080928762500990e-02
1.293861685032882125e-02,5.762687142265165638e-03,6.999665267224577936e-02,7.285454853945694254e-02,4.556368932770382511e-03,7.661545554439956607e-02,2.140632295724263084e-02,4.808318657821853206e-03,2.075246562704056302e-02,6.195258713674288431e-02
1.158333757470052586e-02,1.377664692298937246e-02,2.320876224430105939e-03,7.583451262114236646e-02,6.884429294583653547e-02,4.063042519892513110e-02,9.074783976306942390e-02,3.557341553070875878e-02,1.747496866699229864e-02,4.773117733512277638e-02
7.791881037372702656e-02,6.149343086271173708e-02,2.369911787316088952e-02,7.055086952993178118e-02,6.589516064776401380e-03,1.818992473894087778e-03,9.358910044414119056e-02,5.935105863641010684e-03,1.693759927369524812e-02,2.057200211105856408e-02
7.224098285610904002e-02,8.531360101470886192e-02,7.164022644438100551e-02,9.029679353841947587e-02,5.065487810822525555e-02,5.550476812545793170e-02,4.337999121059505497e-02,9.395955107263052886e-02,7.329056933483775460e-02,3.441742081354789984e-02
7.544313276648352551e-02,2.017991004515791095e-02,8.576579180783536205e-02,6.859929095449387830e-03,1.788922406882581181e-02,3.093511607586692073e-03,4.168223143321455465e-02,9.978369925930805073e-02,7.063284261241221940e-02,8.903354731263014854e-02
2.376479951890498807e-02,9.969606658373837693e-02,6.736066955353345320e-02,6.847232656521382022e-02,1.535087163640703675e-02,9.135828678184497453e-02,7.794528389578739280e-02,7.302638749459036682e-02,2.214550094408979097e-02,9.720960867116854032e-02
